FFQ	123	0	0	0	0	0	0	0	0	0	0	0	0	88	68	804	1193	915	928	238	392	0	0	0	0	107	177	367	12110	11033	10233	862	299	192	4314	1156	12428	1106	33171	33727	36567	0	0
FFQ	124	0	0	0	0	0	0	0	0	0	0	0	0	90	70	1543	472	714	510	163	274	0	0	0	0	47	12	43	548	155	1355	788	380	231	1182	935	746	4778	3640	11210	3924	0	0
FFQ	125	0	0	0	0	0	0	0	0	0	0	0	0	361	54	1522	403	588	346	155	126	0	0	0	0	55	15	40	696	41	484	988	466	259	885	1225	409	4077	3558	11352	3696	0	0
FFQ	126	0	0	0	0	0	0	0	0	0	0	0	0	91	53	4360	572	719	444	298	128	0	0	0	0	69	25	76	596	28	383	5751	318	377	865	971	380	1105	6976	3083	3199	0	0
FFQ	127	0	0	0	0	0	0	0	0	0	0	0	0	93	85	1789	595	844	382	436	111	0	0	0	0	49	17	41	717	5	405	3153	280	330	826	761	486	1537	6171	7488	4175	0	0
FFQ	128	0	0	0	0	0	0	0	0	0	0	0	0	149	271	1549	679	654	360	345	74	0	0	0	0	50	18	37	731	9	327	1065	261	486	1020	891	412	5049	4955	7129	4125	0	0
FFQ	129	0	0	0	0	0	0	0	0	0	0	0	0	109	92	2717	644	851	388	655	75	0	0	0	0	70	24	65	686	11	174	1529	252	551	923	1239	398	1763	3848	6024	7428	0	0
FFQ	130	0	0	0	0	0	0	0	0	0	0	0	0	189	127	983	511	1433	775	1227	366	0	0	0	0	36	17	34	685	13	205	953	248	166	2186	585	1166	990	4925	5526	6963	0	0
FFQ	131	0	0	0	0	0	0	0	0	0	0	0	0	211	309	905	599	1114	499	383	43	0	0	0	0	42	24	26	666	22	206	783	197	238	2339	669	455	734	4987	6682	8066	0	0
FFQ	132	0	0	1	0	0	0	0	0	0	0	0	0	152	151	926	541	1182	361	741	18	0	0	0	0	71	34	87	910	21	295	876	451	248	2072	1271	475	1391	4292	6666	6871	0	0
FFQ	133	0	0	0	0	0	0	0	0	0	0	0	0	206	328	1975	428	1038	1314	432	1073	0	0	0	0	50	18	41	784	39	353	1276	208	399	1866	701	1085	891	3822	4215	7512	0	0
FFQ	134	0	0	0	0	0	0	0	0	0	0	0	0	214	154	1086	437	847	797	262	260	0	0	0	0	72	34	88	797	33	666	698	631	193	2043	1052	951	448	3804	4422	10011	0	0
FFQ	135	0	0	0	0	0	0	0	0	0	0	0	0	200	209	779	766	954	1306	323	1426	0	0	0	0	54	21	50	557	50	388	828	358	218	1639	719	900	715	4231	4455	8775	0	0
FFQ	136	0	0	0	0	0	0	0	0	0	0	0	0	474	181	749	481	834	545	88	261	0	0	0	0	58	49	68	609	34	400	968	474	201	2154	736	602	687	5551	4798	8876	0	0
FFQ	137	0	0	0	0	0	0	0	0	0	0	0	0	231	183	697	650	1403	718	1112	13	0	0	0	0	77	44	117	617	43	286	661	307	222	1980	541	1021	1327	4997	5232	7337	0	0
FFQ	138	0	0	0	0	0	0	0	0	0	0	0	0	494	201	771	737	1696	752	1113	25	0	0	0	0	52	53	54	620	29	250	709	328	135	1639	951	662	640	4169	4815	8854	0	0
FFQ	139	0	0	0	0	0	0	0	0	0	0	0	0	176	239	665	575	1267	503	453	4	0	0	0	0	70	35	162	736	49	396	638	299	189	1701	719	574	674	3966	5116	10473	0	0
FFQ	140	0	0	0	0	0	0	0	0	0	0	0	0	188	252	1154	581	1307	214	153	2	0	0	0	0	60	32	77	624	55	354	876	385	673	844	937	607	2285	4121	5907	7930	0	0
FFQ	141	0	0	0	0	0	0	0	0	0	0	0	0	272	474	2922	696	1294	330	209	3	0	0	0	0	71	82	73	739	76	276	1574	298	732	608	1069	570	1560	5526	6346	3750	0	0
FFQ	142	0	0	0	0	0	0	0	0	0	0	0	0	278	274	626	1162	1141	666	232	28	0	0	0	0	96	45	113	805	60	356	806	384	200	1651	1014	532	382	4100	4639	9881	0	0
FFQ	143	0	0	0	0	0	0	0	0	0	0	0	0	210	292	611	1557	1476	807	74	49	0	0	0	0	52	29	87	779	72	260	613	375	195	1554	1113	648	490	4257	4358	9399	0	0
FFQ	144	0	0	0	0	0	0	0	0	0	0	0	0	192	375	895	2285	949	489	87	12	0	0	0	0	53	31	46	782	94	337	823	559	710	1293	1002	430	528	4726	4616	7956	0	0
FFQ	145	0	0	0	0	0	0	0	0	0	0	0	0	240	422	419	836	2475	562	1236	4	0	0	0	0	80	48	70	832	127	596	1472	953	250	3241	571	1623	254	4964	4338	3583	0	0
FFQ	146	0	0	0	0	0	0	0	0	0	0	0	0	231	319	448	605	1381	1113	479	2	0	0	0	0	56	46	97	793	106	409	833	665	208	2280	490	1561	434	5577	5138	5813	0	0
FFQ	147	0	0	0	0	0	0	0	0	0	0	0	0	199	265	841	522	1239	310	16	0	0	0	0	0	50	48	63	1140	126	269	1432	502	921	1250	2429	2941	1896	4356	4752	3376	0	0
FFQ	148	0	0	0	0	0	0	0	0	0	0	0	0	253	361	2468	1065	697	359	18	0	0	0	0	0	65	49	50	963	101	253	1903	455	900	418	1896	555	1271	7701	3476	3370	0	0
FFQ	149	0	0	0	0	0	0	0	0	0	0	0	0	201	408	1919	567	723	222	9	6	0	0	0	0	87	58	95	1017	114	381	1810	474	493	560	1897	570	978	8031	4862	2519	0	0
FFQ	150	0	0	0	0	0	0	0	0	0	0	0	0	180	284	652	366	553	472	72	0	0	0	0	0	65	47	123	977	152	416	542	513	352	712	1010	1067	419	3618	6011	8432	0	0
FFQ	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	97	175	1238	146	345	531	537	680	489	1623	589	1855	4429	10183	1031	0	0
# Last Fragment Qualities. Use `grep ^LFQ | cut -f 2-` to extract this part.
# Columns correspond to qualities and rows to cycles. First column is the cycle number.
LFQ	1	0	0	131	0	0	0	0	0	0	0	0	0	1	7	219	1000	23675	255	900	1463	2492	7	0	0	1	0	0	16	8	5513	272	29	15557	21170	8149	7376	6297	54040	148104	228572	0	0
LFQ	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	316	1069	22814	197	7398	53	1309	13	0	0	0	2	3	32	0	2771	651	109	15366	20338	9940	7200	6836	56934	75898	296004	0	0
LFQ	3	0	0	4	0	0	0	0	0	0	0	0	0	1	1	143	5413	13152	82	6397	91	1289	3	0	0	0	3	1	21	1	3794	433	182	13942	19497	9754	7660	5848	58920	85065	293557	0	0
LFQ	4	0	0	0	0	0	0	0	0	0	0	0	0	1	2	164	2485	20268	563	18868	220	1492	4	0	0	1	4	0	24	0	3341	526	207	16077	21156	11682	7321	6294	56706	68528	289320	0	0
LFQ	5	0	0	2	0	0	0	0	0	0	0	0	0	1	2	178	2092	25798	181	3189	976	920	2	0	0	1	0	0	36	0	4126	441	170	15597	22580	9742	5578	6307	56390	72468	298477	0	0
LFQ	6	0	0	1	0	0	0	0	0	0	0	0	0	3	3	384	9400	16228	2496	732	438	1553	0	0	0	1	1	0	50	0	1651	280	571	9755	19922	10750	9207	7563	64075	88240	281950	0	0
LFQ	7	0	0	1	0	0	0	0	0	0	0	0	0	1	30	1836	8921	16954	2811	965	1369	1492	0	0	0	1	3	2	83	0	1471	3689	356	15071	13541	8626	10274	40154	49174	189555	158874	0	0
LFQ	8	0	0	2	0	0	0	0	0	0	0	0	0	0	13	2203	12889	7038	2245	1771	104	426	4	0	0	0	9	3	91	0	1393	6528	520	19545	10615	14423	4771	59520	30618	274104	76419	0	0
LFQ	9	0	0	0	0	0	0	0	0	0	0	0	0	27	3	8460	14748	7520	4040	1907	755	52	0	0	0	0	5	1	83	0	1462	8983	684	22521	5929	21373	1397	52717	24780	261494	86313	0	0
LFQ	10	0	0	2	0	0	0	0	0	0	0	0	0	28	4	10567	14301	6269	2708	1247	2640	17	3	0	0	1	11	5	171	0	593	5370	1208	20805	5510	22288	6057	35106	31623	184493	174227	0	0
LFQ	11	0	0	151	0	0	0	0	0	0	0	0	0	1	23	9014	15118	3760	3108	317	471	6	4	0	0	1	14	2	80	0	1510	3395	610	20117	9639	16487	5701	32250	52538	276845	74092	0	0
LFQ	12	0	0	93	0	0	0	0	0	0	0	0	0	4	36	11679	11697	9580	5421	354	131	553	2	0	0	3	4	4	74	0	1479	5277	361	23283	12186	14003	6642	25968	41551	192429	162440	0	0
LFQ	13	0	0	169	0	0	0	0	0	0	0	0	0	17	25	5069	1001	14506	1048	750	125	1921	2	0	0	5	12	11	82	1	68	1667	25	13010	12149	5061	12393	34210	47639	220727	153561	0	0
LFQ	14	0	0	142	0	0	0	0	0	0	0	0	0	33	22	7663	1383	15268	2115	732	545	2111	7	0	0	4	6	3	83	1	72	3247	21	14124	10555	8340	13812	26594	48287	213440	156644	0	0
LFQ	15	0	0	30	0	0	0	0	0	0	0	0	0	42	18	596	4592	8022	10253	286	65	3269	1	0	0	2	7	17	67	0	80	113	18	10874	18459	5726	10349	8644	66789	108157	268778	0	0
LFQ	16	0	0	11	0	0	0	0	0	0	0	0	0	35	53	9014	2613	20087	1186	1676	119	1294	1	0	0	6	12	6	76	0	66	288	10	20249	17298	10197	3978	19620	58493	94395	264471	0	0
LFQ	17	0	0	5	0	0	0	0	0	0	0	0	0	15	15	921	12121	13006	10350	542	31	3476	2	0	0	6	13	15	101	0	81	174	7	11619	21958	8457	7817	10027	66955	82402	275138	0	0
LFQ	18	0	0	8	0	0	0	0	0	0	0	0	0	24	4	721	20143	7272	3766	230	113	826	0	0	0	6	7	7	87	0	84	332	9	13632	15292	9755	4091	11912	57780	83682	295471	0	0
LFQ	19	0	0	11	0	0	0	0	0	0	0	0	0	11	5	2144	13395	11686	5116	2279	83	537	0	0	0	5	11	6	101	0	53	4441	42	13286	11127	10409	6221	25425	46334	150227	222299	0	0
LFQ	20	0	0	10	0	0	0	0	0	0	0	0	0	10	12	2188	20506	3923	2035	3533	198	419	0	0	0	8	3	12	109	1	78	2058	20	16869	11110	12555	1896	29516	50519	162317	205349	0	0
LFQ	21	0	0	1	0	0	0	0	0	0	0	0	0	11	20	2950	15391	6996	3540	1829	109	1407	15	0	0	10	3	2	57	0	46	1859	21	13977	17510	6061	3951	31217	49255	170705	198311	0	0
LFQ	22	0	0	5	0	0	0	0	0	0	0	0	0	10	14	10956	5028	10773	11141	3760	152	2293	38	0	0	14	3	8	97	1	67	217	27	16041	12464	14590	7941	13546	51378	73212	291478	0	0
LFQ	23	0	0	9	0	0	0	0	0	0	0	0	0	4	9	1306	7594	2388	6954	1526	111	882	17	0	0	7	4	24	57	3	126	219	9	11240	36365	4666	5171	11134	84645	117439	233345	0	0
LFQ	24	0	0	4	0	0	0	0	0	0	0	0	0	14	6	2231	12168	8979	4043	6021	65	1636	64	0	0	9	8	13	120	2	174	360	19	18020	49510	5007	6021	12612	83330	88030	226788	0	0
LFQ	25	0	0	1	0	0	0	0	0	0	0	0	0	6	6	1137	14922	10797	4764	7118	146	2635	7	0	0	23	3	15	165	14	191	358	9	15118	33770	5588	12852	14625	84909	98334	217741	0	0
LFQ	26	0	0	4	0	0	0	0	0	0	0	0	0	7	5	1269	2680	21763	4355	6716	81	1815	0	0	0	17	6	12	108	4	98	412	109	12200	22894	5908	9359	15550	72743	92018	255121	0	0
LFQ	27	0	0	6	0	0	0	0	0	0	0	0	0	5	14	1453	15284	6926	15574	8149	125	4725	1	0	0	22	5	16	113	0	214	238	17	11834	22340	7366	9131	14166	69740	75534	262256	0	0
LFQ	28	0	0	5	0	0	0	0	0	0	0	0	0	10	10	1611	2068	20472	697	3381	89	2982	10	0	0	14	4	27	30	4	147	478	134	10044	20036	4043	12857	14746	67615	86039	277701	0	0
LFQ	29	0	0	4	0	0	0	0	0	0	0	0	0	20	28	1354	2348	18734	5301	3153	63	1715	2	0	0	18	5	7	114	2	91	331	191	8990	16322	6868	4696	12007	56915	67331	318644	0	0
LFQ	30	0	0	5	0	0	0	0	0	0	0	0	0	14	8	1888	4121	24665	4059	11793	41	602	2	0	0	12	5	11	84	0	85	380	241	10729	23761	1262	12419	17278	69190	71675	270924	0	0
LFQ	31	0	0	6	0	0	0	0	0	0	0	0	0	15	19	2764	6944	8793	7798	3808	24	1429	1	0	0	16	7	10	64	2	143	427	157	11566	30621	6345	4002	12850	72624	86629	268190	0	0
LFQ	32	0	0	9	0	0	0	0	0	0	0	0	0	20	11	13001	4006	9895	8355	2058	29	1145	1	0	0	9	9	14	79	2	106	331	310	19583	15286	9056	4082	26927	59220	85007	266703	0	0
LFQ	33	0	0	15	0	0	0	0	0	0	0	0	0	7	12	2782	10784	3490	14666	533	18	3436	0	0	0	14	4	22	33	3	105	183	342	14529	29456	2867	8331	13004	63940	81015	275663	0	0
LFQ	34	0	0	6	0	0	0	0	0	0	0	0	0	7	24	3190	3448	28958	984	2235	6	8917	1	0	0	13	6	2	95	0	101	818	349	11749	17191	3891	13951	15345	59794	75587	278586	0	0
LFQ	35	0	0	8	0	0	0	0	0	0	0	0	0	6	20	5110	2439	20375	1342	553	5	4333	0	0	0	13	11	45	103	1	507	2828	96	16433	31692	3673	13901	72446	55064	141184	153064	2	0
LFQ	36	0	0	7	0	0	0	0	0	0	0	0	0	31	18	5809	12768	7330	1207	8098	10	1111	0	0	0	27	5	16	155	2	1044	2212	112	20416	53316	5867	10336	35646	65064	115879	178736	32	0
LFQ	37	0	0	6	0	0	0	0	0	0	0	0	0	31	32	13140	1595	4793	8119	216	3	1182	0	0	0	26	10	24	117	2	1738	3839	127	21792	16859	7212	7337	39816	107794	185900	103519	25	0
LFQ	38	0	0	10	0	0	0	0	0	0	0	0	0	67	14	15254	4068	10263	2385	1498	11	204	0	0	0	9	7	11	122	1	5653	8022	4467	10773	8489	20144	957	80057	39061	216282	97409	16	0
LFQ	39	0	0	7	0	0	0	0	0	0	0	0	0	129	14	24120	8609	3624	427	368	0	191	0	0	0	12	10	15	131	0	11889	8738	5526	13502	3533	20485	1012	78719	30587	202208	111394	4	0
LFQ	40	0	0	4	0	0	0	0	0	0	0	0	0	44	23	8382	28134	19390	910	2504	0	369	0	0	0	14	9	17	100	0	2637	2380	116	19655	24804	11227	1177	29185	62982	141568	169619	4	0
LFQ	41	0	0	13	0	0	0	0	0	0	0	0	0	20	29	16114	2954	11750	289	391	1	2424	0	0	0	17	9	21	102	5	827	2063	2463	20513	12178	6515	7235	31956	94514	163012	149832	7	0
LFQ	42	0	0	19	0	0	0	0	0	0	0	0	0	24	31	20352	2295	10600	487	1073	12	320	0	0	0	12	7	9	81	0	511	4405	1505	17325	11701	5733	6586	52138	49592	171063	169373	0	0
LFQ	43	0	0	11	0	0	0	0	0	0	0	0	0	29	35	19845	2381	6560	10868	170	220	4317	0	0	0	8	6	13	109	9	544	548	3245	17951	11491	6727	7613	32657	77150	126636	196111	0	0
LFQ	44	0	0	7	0	0	0	0	0	0	0	0	0	24	38	5231	13221	3804	7526	3646	271	2870	0	0	0	12	6	24	103	17	612	583	3005	9551	15860	5949	8231	15920	63644	83953	281146	0	0
LFQ	45	0	0	5	0	0	0	0	0	0	0	0	0	21	35	4258	15623	8332	6942	573	98	1217	0	0	0	13	7	26	90	14	678	548	2247	6834	19986	6923	5494	13611	63173	75762	292744	0	0
LFQ	46	0	0	11	0	0	0	0	0	0	0	0	0	28	28	2695	5661	12441	6419	1490	165	1434	0	0	0	14	6	18	109	10	753	312	2187	9961	15471	5648	5168	16367	58807	76229	303822	0	0
LFQ	47	0	0	7	0	0	0	0	0	0	0	0	0	24	12	2420	3080	22650	1451	5187	19	1649	0	0	0	23	9	13	107	9	1220	649	2499	6982	17050	5181	7823	14884	57736	65836	308734	0	0
LFQ	48	0	0	7	0	0	0	0	0	0	0	0	0	25	15	1624	1574	13715	5436	384	6	3582	0	0	0	15	3	28	144	28	958	473	4208	6271	14599	844	14129	12432	54333	69769	320652	0	0
LFQ	49	0	0	7	0	0	0	0	0	0	0	0	0	17	16	1494	1013	7759	9439	364	13	2237	0	0	0	13	8	12	109	27	524	407	2810	4620	11229	885	10164	10495	50808	73822	336962	0	0
LFQ	50	0	0	13	0	0	0	0	0	0	0	0	0	24	32	1729	4536	6135	3794	116	18	1580	0	0	0	24	6	18	135	8	1746	710	637	5720	11324	2901	10248	12245	61352	104658	295545	0	0
LFQ	51	0	0	8	0	0	0	0	0	0	0	0	0	76	326	16694	1885	10454	6994	206	33	1204	0	0	0	18	4	12	154	1	2091	2921	1215	19702	8439	7724	15801	38064	74153	122598	194476	0	0
LFQ	52	0	0	8	0	0	0	0	0	0	0	0	0	21	22	2489	1155	18893	7539	4503	14	2516	0	0	0	29	4	16	157	1	458	342	2977	7110	20329	7112	11401	17154	72407	94968	253628	0	0
LFQ	53	0	0	5	0	0	0	0	0	0	0	0	0	26	19	2269	1664	12653	8109	2971	18	1474	0	0	0	21	15	41	204	3	766	374	3613	5272	18754	5371	6371	12303	59806	86514	296615	0	0
LFQ	54	0	0	5	0	0	0	0	0	0	0	0	0	28	38	3832	6088	8893	6502	1403	7	1688	0	0	0	29	4	28	175	5	2263	823	1033	6733	13026	5813	5027	12469	53346	70865	325128	0	0
LFQ	55	0	0	9	0	0	0	0	0	0	0	0	0	27	20	5585	7460	4636	6164	1214	27	943	0	0	0	21	7	12	184	3	2862	639	1073	7438	12922	5391	4429	21059	48553	67840	326730	0	0
LFQ	56	0	0	7	0	0	0	0	0	0	0	0	0	20	16	6786	2145	23161	975	3550	47	1142	0	0	0	21	2	19	124	25	965	575	3358	7440	14501	3143	8578	24341	65606	118771	239928	0	0
LFQ	57	0	0	14	0	0	0	0	0	0	0	0	0	35	79	11268	2422	4006	5546	280	68	1729	0	0	0	23	8	34	296	11	4910	7047	1788	9448	18711	5858	9129	63425	54868	227962	96280	0	0
LFQ	58	0	0	11	0	0	0	0	0	0	0	0	0	184	27	14305	4894	3624	1523	152	21	268	0	0	0	27	2	51	853	5	10147	7030	3040	7420	14534	14224	3345	72456	43897	234253	88949	2	0
LFQ	59	0	0	9	0	0	0	0	0	0	0	0	0	96	527	30490	5676	14672	1974	125	6	98	0	0	0	30	8	30	1136	3	13724	21116	611	10325	20953	10580	5327	57053	43108	136124	151434	3	0
LFQ	60	0	0	7	0	0	0	0	0	0	0	0	0	336	32	25918	8307	7645	709	1178	14	200	0	0	0	40	10	28	690	7	25531	7963	5076	6242	8932	14567	868	80078	44863	150390	135601	3	0
LFQ	61	0	0	6	0	0	0	0	0	0	0	0	0	491	35	23407	7974	5614	8308	189	51	1805	0	0	0	33	20	38	466	11	14302	6660	7620	5229	9231	13041	5415	58082	48728	164060	144416	1	0
LFQ	62	0	0	8	0	0	0	0	0	0	0	0	0	54	41	12416	11718	5642	11093	3593	191	2631	0	0	0	24	22	19	422	3	6075	4280	3855	4410	17139	8037	6895	22717	60670	75772	267503	0	0
LFQ	63	0	0	8	0	0	0	0	0	0	0	0	0	25	21	4430	590	13730	1221	2782	124	155	0	0	0	25	23	112	797	68	1532	3027	5534	1683	64699	674	6375	10802	110698	95849	200243	1	0
LFQ	64	0	0	5	0	0	0	0	0	0	0	0	0	42	33	5630	1862	11313	3822	2917	1675	105	0	0	0	35	22	99	338	603	4469	8290	7836	2762	113471	5046	2416	63844	85449	99263	103875	1	0
LFQ	65	0	0	12	0	0	0	0	0	0	0	0	0	81	36	13349	7972	2656	13995	335	10288	716	0	0	0	33	28	84	300	227	20889	5685	14955	1387	40687	8373	9161	64093	79340	112792	117715	0	0
LFQ	66	0	0	6	0	0	0	0	0	0	0	0	0	98	51	24782	12581	2547	12885	182	11306	582	0	0	0	33	25	59	333	224	29269	4075	11502	1125	24911	5435	10707	48332	68024	119042	137067	0	0
LFQ	67	0	0	6	0	0	0	0	0	0	0	0	0	77	63	14534	2673	8977	8379	379	9258	905	0	0	0	44	26	54	299	144	27279	2975	10482	840	22048	3440	15672	57223	65747	120106	153545	0	0
LFQ	68	0	0	6	0	0	0	0	0	0	0	0	0	114	49	20958	1545	10175	5867	7154	545	1760	0	0	0	23	34	70	377	123	14250	4510	10028	744	23839	6049	10025	50741	65006	126853	164325	0	0
LFQ	69	0	0	3	0	0	0	0	0	0	0	0	0	115	61	3127	3073	15610	17781	3752	18379	2231	0	0	0	28	26	55	251	143	2436	1776	12238	639	34544	626	12414	12872	65065	75712	242207	0	0
LFQ	70	0	0	2	0	0	0	0	0	0	0	0	0	58	58	2530	1754	25349	6808	5931	10350	859	0	0	0	42	34	86	319	164	2220	1170	10518	623	34667	642	12506	14175	72337	75267	246691	0	0
LFQ	71	0	0	5	0	0	0	0	0	0	0	0	0	25	35	1971	1029	9664	11949	3977	7073	1009	0	0	0	38	49	85	303	135	3471	4112	4460	479	44252	312	10044	11845	81607	94255	232973	0	0
LFQ	72	0	0	2	0	0	0	0	0	0	0	0	0	32	17	2341	1141	8014	11121	3694	5365	243	0	0	0	32	62	79	319	140	3062	3624	7160	516	56849	341	8984	9003	86412	94366	222235	0	0
LFQ	73	0	0	2	0	0	0	0	0	0	0	0	0	27	46	1870	1139	9904	14808	8716	4862	134	0	0	0	33	41	81	221	97	3632	3600	6463	459	31672	374	10484	10493	66426	85494	264060	0	0
LFQ	74	0	0	3	0	0	0	0	0	0	0	0	0	158	37	10828	930	2728	19483	726	7344	119	0	0	0	40	68	93	524	62	8527	3416	8809	393	22581	3979	8889	38251	57532	110859	218746	0	0
LFQ	75	0	0	1	0	0	0	0	0	0	0	0	0	255	37	12249	1073	22675	10932	691	12533	99	0	0	0	31	90	81	643	62	9380	4755	10724	453	28344	5901	11520	43103	68385	106713	174380	0	0
LFQ	76	0	0	3	0	0	0	0	0	0	0	0	0	254	50	12920	1339	12351	7673	3439	4965	94	0	0	0	40	102	101	1043	31	8559	4031	8081	475	41406	8176	3711	33818	70663	118994	182781	0	0
LFQ	77	0	0	3	0	0	0	0	0	0	0	0	0	109	40	9734	6717	14518	3813	2022	9822	75	0	0	0	51	94	273	3853	53	16278	3619	5193	669	22620	6289	5549	46795	62558	118266	186068	0	0
LFQ	78	0	0	3	0	0	0	0	0	0	0	0	0	75	47	21501	1494	10094	6321	613	3709	18	0	0	0	55	66	175	2944	29	10686	16967	4031	4335	16432	8238	4625	67815	58478	100356	185966	0	0
LFQ	79	0	0	3	0	0	0	0	0	0	0	0	0	220	75	24533	1468	10438	6885	2973	3915	15	0	0	0	60	97	143	5809	21	10174	15498	7267	3287	14143	19068	4049	55015	83917	132303	123651	0	0
LFQ	80	0	0	2	0	0	0	0	0	0	0	0	0	217	258	23087	1865	13464	1116	2359	3657	16	0	0	0	97	85	156	4311	20	6332	22443	1734	5937	13654	9672	7131	83484	58077	133820	132011	0	0
LFQ	81	0	0	1	0	0	0	0	0	0	0	0	0	610	136	47418	2603	13996	5379	2496	2663	16	0	0	0	135	65	137	9047	23	12258	20366	7728	4981	19722	20682	11709	44956	46393	117047	134425	0	0
LFQ	82	0	0	1	0	0	0	0	0	0	0	0	0	200	129	15869	8562	9249	6818	814	2383	12	0	0	0	115	70	227	2523	27	5841	14981	2229	3477	31430	9351	4187	19678	96445	126973	163396	0	0
LFQ	83	0	0	1	0	0	0	0	0	0	0	0	0	108	94	11677	2024	15393	7373	3828	469	15	0	0	0	104	70	201	2352	38	4787	11733	2394	3677	23969	7636	7187	40079	70534	156630	152606	0	0
LFQ	84	0	0	0	0	0	0	0	0	0	0	0	0	95	91	21388	1873	13821	5901	11080	1414	32	0	0	0	82	134	181	1401	30	9382	16391	3523	3547	23634	11651	10851	51632	54578	183677	98585	0	0
LFQ	85	0	0	5	0	0	0	0	0	0	0	0	0	88	70	35802	2223	10208	5439	1513	2873	33	0	0	0	89	83	178	890	31	9206	12935	3622	7272	21140	14069	7912	39961	57784	124596	166935	0	0
LFQ	86	0	0	12	0	0	0	0	0	0	0	0	0	94	74	12141	1232	10228	16060	2629	4082	56	0	0	0	109	77	175	1681	68	50430	23331	2210	4913	18003	2955	10021	120993	51073	83778	108511	0	0
LFQ	87	0	0	4	0	0	0	0	0	0	0	0	0	179	92	39509	1413	11069	11350	2354	3601	14	0	0	0	121	73	185	3845	33	96448	7407	5640	189	18382	10251	3288	87964	44233	66697	110547	0	0
LFQ	88	0	0	3	0	0	0	0	0	0	0	0	0	242	76	37271	1357	15737	1444	3604	251	5	0	0	0	95	83	188	4091	39	45364	51998	5145	933	16795	4286	7073	84502	46593	76751	120918	0	0
LFQ	89	0	0	0	0	0	0	0	0	0	0	0	0	272	133	28108	869	5430	4498	3660	979	11	0	0	0	112	96	337	7432	68	40179	24972	6500	2923	8568	7090	5351	160812	35727	107625	73039	0	0
LFQ	90	0	0	1	0	0	0	0	0	0	0	0	0	499	73	30285	6789	4302	9068	3334	912	6	0	0	0	118	153	205	16660	57	20635	16534	4253	3208	17599	10583	6688	100786	60012	114130	97842	0	0
LFQ	91	0	0	5	0	0	0	0	0	0	0	0	0	483	92	23433	3519	3411	4841	2637	680	7	0	0	0	112	134	221	17965	83	16661	8744	4796	2471	13300	8773	6516	81262	53564	140546	130391	0	0
LFQ	92	0	0	2	0	0	0	0	0	0	0	0	0	223	171	20876	2687	16929	16156	8141	6207	7	0	0	0	131	52	458	6447	98	43057	14322	2501	4217	46906	15354	15475	22672	93898	109825	77769	0	0
LFQ	93	0	0	4	0	0	0	0	0	0	0	0	0	351	154	23704	3306	2936	12909	4498	3392	7	0	0	0	160	47	259	6757	97	7690	20025	5192	3526	36422	38577	26373	17601	93205	114720	102634	0	0
LFQ	94	0	0	7	0	0	0	0	0	0	0	0	0	317	128	7532	14714	4763	23182	9283	1737	16	0	0	0	116	52	191	5576	101	5575	6438	3861	578	31677	24943	18282	10099	70408	127154	157717	0	0
LFQ	95	0	0	6	0	0	0	0	0	0	0	0	0	559	521	24280	11808	10139	13116	2192	393	2	0	0	0	270	103	327	14323	75	6633	42620	9128	9038	21758	14676	14586	12394	67988	75154	172236	0	0
LFQ	96	0	0	6	0	0	0	0	0	0	0	0	0	852	175	23703	4250	30132	6856	9965	432	0	0	0	0	253	93	347	25234	115	32803	5256	7424	620	35010	8992	14286	11086	64164	74278	167917	0	0
LFQ	97	0	0	1	0	0	0	0	0	0	0	0	0	229	355	5575	21196	8908	6616	1606	411	0	0	0	0	257	99	328	11141	257	3402	4864	24335	4533	27216	13786	1566	8689	95879	98980	183932	0	0
LFQ	98	0	0	4	0	0	0	0	0	0	0	0	0	109	167	3420	1775	30527	3642	8831	783	1	0	0	0	199	90	273	8210	77	3188	6771	11884	277	31634	7526	8327	9362	85735	102533	198710	0	0
LFQ	99	0	0	0	0	0	0	0	0	0	0	0	0	207	329	3935	2411	21322	4668	7345	376	2	0	0	0	174	81	244	2728	121	7368	5308	5280	217	28907	3090	11523	10147	80272	96063	231772	0	0
LFQ	100	0	0	1	0	0	0	0	0	0	0	0	0	111	172	3879	1402	14687	10959	2708	1522	0	0	0	0	161	69	193	4214	166	4753	4349	4296	227	36228	5579	7400	8279	87994	96311	228027	0	0
LFQ	101	0	0	2	0	0	0	0	0	0	0	0	0	233	307	6236	5942	38380	22944	21384	993	0	0	0	0	162	78	161	7328	87	5292	28099	5429	788	40108	5819	11120	56794	66832	72025	126905	0	0
LFQ	102	0	0	1	0	0	0	0	0	0	0	0	0	205	320	7672	5162	21228	12843	1288	1159	0	0	0	0	197	94	271	11897	198	42469	12081	9952	549	77501	29131	10671	10083	67644	83940	116562	0	0
LFQ	103	0	0	0	0	0	0	0	0	0	0	0	0	350	381	19656	9446	16116	9761	3418	302	0	0	0	0	174	84	377	16522	137	7101	62325	14044	3463	26541	24039	15518	14795	74130	91177	113012	0	0
LFQ	104	0	0	1	0	0	0	0	0	0	0	0	0	431	481	21016	16622	5515	14857	876	269	0	0	0	0	188	108	300	14916	254	4268	27760	8435	9223	23374	30895	19331	20860	67047	89751	145871	0	0
